timestamp,accel_x,accel_y,accel_z,gravity_x,gravity_y,gravity_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z,orient_w,mag_x,mag_y,mag_z,mag_cal_x,mag_cal_y,mag_cal_z,label
1761153354.2076151,-1.8598583936691284,3.098567008972168,9.535065650939941,-1.7631587982177734,2.9842936992645264,9.177220344543457,-0.011001708917319775,-0.002993239788338542,-0.0007086033001542091,-0.058151233941316605,0.1699124127626419,0.9633651375770569,0.1991879791021347,-76.42500305175781,-11.381250381469727,-96.4000015258789,,,,wave hand
1761153354.2146149,-1.8359220027923584,3.071040153503418,9.527884483337402,-1.7809258699417114,2.995478391647339,9.170143127441406,-0.03787977993488312,-0.0042149703949689865,0.010286970995366573,-0.05893048644065857,0.17070357501506805,0.9631670713424683,0.1992403119802475,-76.64375305175781,-11.362500190734863,-96.91875457763672,,,,wave hand
1761153354.2156148,-1.7808682918548584,3.126094102859497,9.54104995727539,-1.7370800971984863,2.9917385578155518,9.179769515991211,0.0036590564996004105,-0.002993239788338542,0.002956588286906481,-0.05679275095462799,0.16998958587646484,0.9634844064712524,0.19893725216388702,-76.3187484741211,-11.33750057220459,-96.84375,,,,wave hand
1761153354.2226207,-1.7665064334869385,3.1488335132598877,9.555411338806152,-1.724624752998352,3.0129270553588867,9.175186157226562,-6.134854629635811e-06,0.006780603900551796,0.0054000490345060825,-0.05599852278828621,0.1709374338388443,0.9634296894073486,0.19861488044261932,-76.26875305175781,-11.3125,-96.7874984741211,,,,wave hand
1761153354.239614,-1.7700968980789185,3.1715731620788574,9.483602523803711,-1.721596598625183,3.0251669883728027,9.171727180480957,-0.02199728414416313,0.015332717448472977,0.004178318660706282,-0.055762991309165955,0.17152917385101318,0.9633894562721252,0.19836589694023132,-76.4124984741211,-11.831250190734863,-97.2437515258789,,,,wave hand
1761153354.269747,-1.7880492210388184,3.132078170776367,9.519506454467773,-1.7252318859100342,2.9955263137817383,9.180768013000488,-0.03665804862976074,0.018997909501194954,0.0054000490345060825,-0.056237608194351196,0.17002436518669128,0.9636116027832031,0.1984485685825348,-76.20000457763672,-11.68125057220459,-96.95000457763672,,,,wave hand
1761153354.2846158,-1.7808682918548584,3.085402011871338,9.555411338806152,-1.7231658697128296,2.9937193393707275,9.181745529174805,-0.008558248169720173,0.015332717448472977,0.0005131271900609136,-0.056156132370233536,0.16990476846694946,0.9636433124542236,0.19842009246349335,-75.98750305175781,-11.631250381469727,-96.6624984741211,,,,wave hand
1761153354.312231,-1.7449636459350586,3.092582941055298,9.408202171325684,-1.7263776063919067,3.0188112258911133,9.172922134399414,0.008545978926122189,0.016554448753595352,-0.0019303337903693318,-0.05608738213777542,0.17124556005001068,0.9634395837783813,0.19827604293823242,-75.92500305175781,-11.287500381469727,-96.57500457763672,,,,wave hand
1761153354.3292232,-1.7557350397109985,3.166785955429077,9.409399032592773,-1.7289812564849854,3.030280828475952,9.168649673461914,-0.014666900970041752,0.01777617819607258,-0.0055955252610147,-0.05612131580710411,0.17186923325061798,0.9633487462997437,0.19816814363002777,-76.01250457763672,-11.53125,-96.95000457763672,,,,wave hand
1761153354.3442276,-1.7940332889556885,3.0865988731384277,9.445303916931152,-1.745775580406189,3.02713942527771,9.16650390625,-0.03421458974480629,0.025106562301516533,-0.011704177595674992,-0.05699313059449196,0.17190039157867432,0.9632750153541565,0.1982503980398178,-76.11250305175781,-11.318750381469727,-96.3375015258789,,,,wave hand
1761153354.3752375,-1.8024109601974487,3.1356685161590576,9.433335304260254,-1.7425799369812012,3.0303406715393066,9.166054725646973,-0.03665804862976074,0.02632829174399376,-0.00926071684807539,-0.056804995983839035,0.1720292866230011,0.9632714986801147,0.19820967316627502,-75.71875,-11.637499809265137,-96.6812515258789,,,,wave hand
1761153354.389223,-1.7294049263000488,3.1356685161590576,9.424958229064941,-1.7396115064620972,3.0411977767944336,9.1630220413208,-0.041544970124959946,0.023884830996394157,-0.01659110002219677,-0.056561555713415146,0.17255790531635284,0.9632131457328796,0.19810381531715393,-76.41875457763672,-11.824999809265137,-96.76875305175781,,,,wave hand
1761153354.4047158,-1.8239537477493286,3.1153225898742676,9.3196382522583,-1.769596815109253,3.043740749359131,9.156434059143066,-0.03665804862976074,0.036102134734392166,-0.017812829464673996,-0.05803023278713226,0.17304259538650513,0.9630033373832703,0.19827605783939362,-75.95625305175781,-11.09375,-96.70000457763672,,,,wave hand
